ISO,Country,continent,year,BCA,BCA_NGDPD,GGR,GGR_NGDP,GGSB,GGSB_NPGDP,GGX,GGXCNL,GGXCNL_NGDP,GGXONLB,GGXONLB_NGDP,GGXWDG,GGXWDG_NGDP,GGXWDN,GGXWDN_NGDP,GGX_NGDP,LE,LP,LUR,NGAP_NPGDP,NGDP,NGDPD,NGDPDPC,NGDPPC,NGDPRPC,NGDPRPPPPC,NGDP_D,NGDP_FY,NGDP_R,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPI,PCPIE,PCPIEPCH,PCPIPCH,PPPEX,PPPGDP,PPPPC,PPPSH,TMG_RPCH,TM_RPCH,TXG_RPCH,TX_RPCH
TJK,Tajikistan,Asia,2023,0.584,4.927,38.391,29.764,,,40.026,-1.635,-1.267,-0.718,-0.557,39.899,30.933,,,31.032,,10.013,,,128.984,11.855,1183.91,12881.51,39.727,4638.43,32425.37,128.984,0.398,8.25,26.183,21.257,1998.36,1388.96,3.831,3.652,2.502,51.547,5147.95,0.028,21.683,21.11,12.445,17.191
TJK,Tajikistan,Asia,2024,0.033,0.255,39.201,27.256,,,42.735,-3.533,-2.457,-2.486,-1.729,44.095,30.658,,,29.712,,10.188,,,143.829,12.995,1275.5,14117.62,41.7,4868.85,33855.1,143.829,0.425,6.8,22.63,22.375,2089.1,1461.88,5.25,4.54,2.552,56.367,5532.77,0.029,10.148,10.148,1.0,1.0
TKM,Turkmenistan,Asia,2022,5.479,7.028,32.462,11.897,,,25.764,6.699,2.455,,,15.75,5.772,,,9.442,,6.431,,,272.869,77.963,12123.36,42431.77,17066.86,23258.01,248.621,272.869,109.753,5.315,,,710.371,653.67,3.034,11.211,1.703,160.23,24916.16,0.093,4.365,1.201,-8.278,-8.619
TKM,Turkmenistan,Asia,2023,3.664,4.714,32.998,12.131,,,29.796,3.202,1.177,,,12.691,4.666,,,10.954,,6.516,,,272.005,77.716,11926.71,41743.47,17175.75,23406.41,243.037,272.005,111.919,1.973,,,699.093,662.784,1.394,-1.588,1.607,169.272,25977.5,0.092,4.721,5.131,-1.777,0.001
TKM,Turkmenistan,Asia,2024,3.322,3.96,34.419,11.723,,,31.948,2.471,0.841,,,13.389,4.56,,,10.882,,6.598,,,293.591,83.883,12713.27,44496.46,17358.66,23655.66,256.336,293.591,114.534,2.336,,,743.327,716.337,8.08,6.327,1.655,177.365,26881.37,0.091,4.702,4.499,1.325,1.392
TLS,Timor-Leste,Asia,2022,0.474,14.791,0.954,29.783,,,1.931,-0.977,-30.476,-0.968,-30.201,0.253,7.909,,,60.259,,1.332,,,3.205,3.205,2406.61,2406.61,1192.17,7190.1,105.322,3.205,1.588,3.994,,10.597,112.525,114.7,6.897,7.005,0.409,7.837,5885.4,0.005,,,,
TLS,Timor-Leste,Asia,2023,-0.017,-0.729,0.946,39.787,,,1.697,-0.751,-31.58,-0.743,-31.239,0.259,10.883,,,71.367,,1.351,,,2.379,2.379,1760.63,1760.63,1202.17,7250.41,113.747,2.379,1.624,2.3,,17.889,122.0,124.7,8.718,8.42,0.342,6.96,5152.03,0.004,,,,
TLS,Timor-Leste,Asia,2024,-0.424,-21.302,0.937,47.026,,,1.756,-0.819,-41.131,-0.812,-40.773,0.267,13.38,,,88.157,,1.37,,,1.992,1.992,1453.88,1453.88,1220.79,7362.72,119.093,1.992,1.673,3.0,,8.325,125.967,128.192,2.8,3.251,0.31,6.435,4696.56,0.003,,,,
TON,Tonga,Oceania,2022,-0.032,-6.805,0.514,47.348,,,0.522,-0.008,-0.744,-0.002,-0.193,0.516,47.467,,,48.092,,0.1,,,1.086,0.475,4756.07,10867.38,10455.83,6591.32,103.936,1.086,1.045,0.047,,,110.283,117.1,11.312,8.52,1.539,0.706,7061.24,,-5.954,6.22,-10.55,-2.912
TON,Tonga,Oceania,2023,-0.035,-6.645,0.653,53.48,,,0.579,0.074,6.045,0.082,6.703,0.528,43.271,,,47.435,,0.1,,,1.22,0.52,5218.58,12238.05,10687.07,6737.1,114.513,1.22,1.066,1.957,,,121.506,125.745,7.382,10.176,1.637,0.746,7477.14,,,,,
TON,Tonga,Oceania,2024,-0.041,-7.442,0.681,52.455,,,0.637,0.045,3.452,0.051,3.921,0.491,37.762,,,49.003,,0.099,,,1.299,0.545,5483.29,13061.03,10903.73,6873.67,119.785,1.299,1.085,1.773,,,127.1,132.5,5.372,4.604,1.672,0.777,7810.98,,,,,
TTO,Trinidad and Tobago,Americas,2022,5.244,17.449,53.921,27.848,,,52.155,1.766,0.912,6.688,3.454,98.177,50.704,12.702,6.56,26.936,,1.414,,,202.985,30.053,21252.66,143543.21,106326.53,30253.45,135.002,193.629,150.357,1.482,21.765,,135.462,139.841,8.738,5.826,4.429,45.832,32410.34,0.027,5.401,10.77,29.338,30.855
TTO,Trinidad and Tobago,Americas,2023,3.397,12.121,54.523,28.305,,,56.593,-2.07,-1.075,3.701,1.921,108.039,56.088,18.223,9.46,29.38,,1.421,,,189.169,28.024,19718.2,133102.99,107005.19,30446.56,124.389,192.623,152.079,1.145,24.822,,141.733,140.863,0.731,4.629,3.939,48.025,33790.98,0.026,-6.652,-13.12,-32.019,-28.238
TTO,Trinidad and Tobago,Americas,2024,1.558,5.538,45.52,23.989,,,58.283,-12.763,-6.726,-5.98,-3.152,111.873,58.958,22.015,11.602,30.715,,1.428,,,189.946,28.139,19703.04,133000.7,108208.16,30788.84,122.912,189.752,154.539,1.618,22.763,,143.551,143.448,1.836,1.283,3.801,49.967,34987.23,0.026,4.738,3.7,-10.662,-9.368
TUN,Tunisia,Africa,2022,-4.012,-8.996,40.948,29.583,-8.572,-6.166,50.51,-9.562,-6.908,-4.9,-3.54,114.791,82.932,,,36.491,,12.129,15.2,,138.416,44.596,3676.78,11411.88,7807.84,12621.99,146.159,138.416,94.702,2.674,5.245,14.241,151.148,157.976,10.089,8.308,0.844,164.008,13521.86,0.095,16.492,16.226,24.639,24.639
TUN,Tunisia,Africa,2023,-1.306,-2.691,43.231,28.672,-6.446,-4.079,53.562,-10.331,-6.852,-4.511,-2.992,124.165,82.35,,,35.524,,12.235,16.4,,150.777,48.541,3967.48,12323.66,7743.44,12517.88,159.15,150.777,94.739,0.039,9.587,12.278,165.24,170.795,8.114,9.323,0.887,169.976,13892.91,0.092,2.093,2.299,4.18,4.18
TUN,Tunisia,Africa,2024,-1.854,-3.523,46.532,28.536,-3.23,-1.879,56.234,-9.701,-5.949,-3.103,-1.903,136.419,83.66,,,34.485,,12.336,,,163.065,52.636,4266.99,13219.11,7805.31,12617.9,169.361,163.065,96.283,1.629,7.639,11.162,176.909,182.323,6.75,7.062,0.922,176.873,14338.49,0.091,4.626,4.562,2.315,2.315
TUR,T?rkiye,Asia,2022,-45.799,-5.056,3935.11,26.213,-265.006,-1.792,4103.04,-167.933,-1.119,7.09,0.047,4623.98,30.802,3528.36,23.504,27.332,,85.28,10.4,,15011.78,905.8,10621.49,176029.27,24883.52,32944.7,707.413,15011.78,2122.07,5.533,30.028,35.04,967.711,1128.45,64.27,72.309,4.988,3009.83,35293.46,1.747,7.89,8.568,3.132,9.932
TUR,T?rkiye,Asia,2023,-45.009,-3.983,7399.77,27.876,-601.351,-2.308,8807.92,-1408.15,-5.305,-942.319,-3.55,7768.28,29.264,5879.82,22.15,33.18,,85.372,9.4,,26545.72,1129.97,13235.88,310941.78,26127.17,34591.25,1190.11,26545.72,2230.53,5.111,26.574,29.964,1488.91,1859.38,64.773,53.859,8.099,3277.51,38390.95,1.779,11.542,11.791,0.405,-2.836
TUR,T?rkiye,Asia,2024,-29.052,-2.161,12757.02,29.154,-1423.36,-3.276,15028.06,-2271.05,-5.19,-1214.11,-2.775,11039.24,25.228,8875.99,20.284,34.344,,85.811,9.255,,43757.82,1344.32,15665.94,509929.61,26775.34,35449.39,1904.48,43757.82,2297.63,3.008,23.248,25.574,2395.91,2658.91,43.0,60.916,12.659,3456.77,40283.31,1.777,0.663,0.663,2.804,3.748
TUV,Tuvalu,Oceania,2022,0.003,4.268,0.102,111.299,,,0.095,0.007,8.131,0.002,2.709,0.009,9.359,,,103.168,,0.011,,,0.092,0.064,6009.78,8647.72,6077.7,5074.9,142.286,0.092,0.064,0.365,,,199.153,209.117,13.649,11.54,1.591,0.058,5436.71,,,,,
TUV,Tuvalu,Oceania,2023,0.007,10.7,0.11,108.639,,,0.105,0.006,5.569,0.005,5.314,0.008,7.533,,,103.07,,0.01,,,0.102,0.068,6694.76,10069.92,6623.61,5530.74,152.031,0.102,0.067,3.861,,,214.063,237.659,13.649,7.486,1.641,0.062,6138.27,,,,,
TUV,Tuvalu,Oceania,2024,0.003,4.019,0.109,99.56,,,0.113,-0.004,-3.905,-0.005,-4.169,0.007,6.318,,,103.465,,0.01,,,0.11,0.073,7190.27,10815.06,6828.95,5702.2,158.371,0.11,0.069,3.498,,,222.48,247.004,3.932,3.932,1.669,0.066,6479.75,,,,,
TWN,Taiwan Province of China,Asia,2022,101.032,13.278,3690.71,16.273,-408.099,-1.809,4079.4,-388.693,-1.714,,,6728.06,29.665,6301.03,27.783,17.987,11.418,23.334,3.67,,22679.84,760.907,32609.6,971972.45,931143.66,66158.62,104.385,22679.84,21727.15,2.588,43.032,28.148,102.947,103.78,2.712,2.947,13.714,1653.79,70875.33,0.96,4.47,5.395,0.76,1.684
TWN,Taiwan Province of China,Asia,2023,104.086,13.774,3889.12,16.518,-539.223,-2.261,4478.03,-588.904,-2.501,,,6853.5,29.108,6410.18,27.225,19.019,11.412,23.32,3.67,,23544.96,755.674,32404.32,1009640.31,943609.73,67044.34,106.998,23544.96,22005.12,1.279,40.253,24.797,105.513,106.58,2.698,2.492,13.569,1735.23,74408.88,0.942,-12.351,-5.522,-4.668,-4.47
TWN,Taiwan Province of China,Asia,2024,114.458,14.768,4193.38,16.818,-191.475,-0.768,4384.86,-191.475,-0.768,,,6575.5,26.372,6106.02,24.489,17.586,11.381,23.32,3.67,,24934.09,775.017,33233.8,1069208.24,978840.33,69547.51,109.232,24934.09,22826.7,3.734,40.233,25.465,107.716,109.021,2.29,2.088,13.529,1843.02,79031.08,0.947,7.0,7.0,6.9,6.9
TZA,Tanzania,Africa,2022,-4.211,-5.678,25971.1,15.204,,,32661.23,-6690.13,-3.916,-3430.95,-2.009,76619.48,44.854,,,19.12,,61.51,,,170820.03,74.173,1205.87,2777116.48,2296334.3,3482.94,120.937,170820.03,141247.19,4.665,31.92,39.261,397.665,399.179,4.851,4.35,744.285,229.509,3731.25,0.133,19.045,19.045,1.135,1.135
TZA,Tanzania,Africa,2023,-4.187,-5.291,29226.25,15.497,,,35817.91,-6591.67,-3.495,-2669.46,-1.416,88395.92,46.872,,,18.993,,63.343,,,188588.05,79.138,1249.35,2977249.14,2342794.52,3553.41,127.081,188588.05,148399.76,5.064,33.714,37.78,412.773,411.262,3.027,3.799,754.931,249.808,3943.74,0.136,8.381,8.381,4.03,4.03
TZA,Tanzania,Africa,2024,-3.138,-3.93,33453.49,16.055,,,39505.14,-6051.65,-2.904,-1178.78,-0.566,98630.23,47.335,,,18.959,,65.231,,,208367.59,79.867,1224.37,3194308.68,2398586.25,3638.03,133.175,208367.59,156461.91,5.433,33.244,37.174,426.161,426.451,3.693,3.243,772.67,269.672,4134.12,0.139,0.499,0.499,5.661,5.661
UGA,Uganda,Africa,2022,-4.065,-8.568,24900.24,14.225,,,35301.27,-10401.04,-5.942,-4984.43,-2.848,87510.94,49.995,,,20.167,,43.95,,,175041.0,47.439,1079.39,3982764.14,3221870.32,3083.78,123.617,175041.0,141600.0,6.292,15.583,24.151,121.149,126.383,10.231,7.192,1205.57,145.194,3303.64,0.084,0.898,-0.132,-6.655,-5.206
UGA,Uganda,Africa,2023,-3.766,-7.371,27256.71,14.317,,,36527.71,-9271.0,-4.87,-3107.59,-1.632,97150.43,51.03,,,19.187,,45.484,,,190379.0,51.093,1123.33,4185666.61,3257287.13,3117.68,128.502,190379.0,148153.0,4.628,14.86,22.231,127.633,129.672,2.603,5.352,1209.68,157.38,3460.15,0.085,27.921,25.207,66.742,49.669
UGA,Uganda,Africa,2024,-3.671,-6.605,31232.83,14.796,,,41635.62,-10402.8,-4.928,-2673.43,-1.267,108456.72,51.38,,,19.724,,46.848,,,211086.18,55.587,1186.53,4505761.11,3348285.28,3204.78,134.569,211086.18,156860.68,5.877,15.172,21.777,132.077,134.243,3.525,3.482,1237.24,170.611,3641.79,0.088,14.258,14.124,19.618,19.004
UKR,Ukraine,Europe,2022,7.972,4.955,2608.68,49.792,-772.317,-14.973,3426.06,-817.385,-15.602,-655.27,-12.507,4071.88,77.721,,,65.394,,34.511,24.528,,5239.11,160.874,4661.56,151811.22,53596.11,15409.6,283.25,5239.11,1849.64,-28.759,17.069,12.113,118637447.35,129603229.21,26.603,20.183,9.196,569.71,16508.21,0.331,-24.078,-24.078,-43.747,-43.747
UKR,Ukraine,Europe,2023,-9.655,-5.414,3583.25,54.808,,,4865.18,-1281.93,-19.608,-1028.02,-15.724,5382.53,82.329,,,74.416,,34.026,19.072,,6537.83,178.34,5241.32,192143.5,57254.32,16461.38,335.597,6537.83,1948.12,5.324,9.717,15.131,133883456.6,136192003.25,5.084,12.851,10.517,621.637,18269.6,0.337,21.499,21.499,-15.376,-15.376
UKR,Ukraine,Europe,2024,-14.946,-8.118,3402.08,45.109,,,4815.27,-1413.19,-18.738,-1031.91,-13.682,7209.49,95.592,,,63.847,,33.443,14.199,,7541.94,184.099,5504.89,225517.98,59999.96,17250.79,375.864,7541.94,2006.56,3.0,9.124,17.275,141696345.57,148450629.33,9.001,5.836,11.504,655.583,19603.12,0.337,14.134,14.134,15.693,15.693
URY,Uruguay,Americas,2022,-2.75,-3.919,798.415,27.641,-52.877,-1.821,871.994,-73.579,-2.547,-14.848,-0.514,1742.0,60.308,1489.76,51.575,30.188,,3.555,7.867,,2888.51,70.165,19737.34,812540.34,513537.42,29455.35,158.224,2888.51,1825.58,4.707,14.998,18.917,97.58,99.47,8.296,9.106,25.75,112.177,31555.33,0.065,7.134,12.545,-2.099,1.768
URY,Uruguay,Americas,2023,-2.912,-3.77,830.182,27.686,-67.642,-2.217,922.429,-92.247,-3.076,-27.801,-0.927,1934.05,64.498,1672.33,55.77,30.762,,3.567,8.325,,2998.59,77.241,21656.98,840754.62,513743.32,29467.15,163.653,2998.59,1832.29,0.367,13.485,17.255,103.304,104.55,5.107,5.866,25.708,116.64,32704.0,0.063,1.316,1.956,-6.994,-3.88
URY,Uruguay,Americas,2024,-2.265,-2.746,932.051,28.526,-104.518,-3.166,1029.74,-97.688,-2.99,-22.566,-0.691,2114.65,64.719,1832.73,56.091,31.516,,3.578,8.358,,3267.41,82.482,23053.26,913219.55,528393.28,30307.44,172.83,3267.41,1890.54,3.179,13.692,16.438,108.353,110.196,5.4,4.887,26.516,123.223,34440.2,0.063,7.412,1.302,11.014,8.267
USA,United States,Americas,2022,-1012.1,-3.892,8422.25,32.385,-1686.61,-6.526,9442.69,-1020.44,-3.924,-287.873,-1.107,30848.66,118.617,24228.41,93.161,36.308,158.298,333.508,3.633,0.621,26006.9,26006.9,77979.86,77979.86,66069.95,72790.35,118.026,26006.9,22034.85,2.512,18.315,21.95,292.621,299.822,6.413,7.992,1.0,26006.9,77979.86,15.097,6.731,8.593,5.913,7.513
USA,United States,Americas,2023,-905.376,-3.266,8097.38,29.211,-2102.74,-7.648,10056.71,-1959.33,-7.068,-994.987,-3.589,32911.52,118.725,26541.53,95.746,36.279,161.045,335.135,3.625,0.821,27720.73,27720.73,82715.1,82715.1,67647.59,74528.46,122.274,27720.73,22671.08,2.887,17.355,21.541,304.701,309.544,3.243,4.128,1.0,27720.73,82715.1,15.045,-1.814,-1.172,2.259,2.764
USA,United States,Americas,2024,-948.64,-3.252,8720.2,29.897,-2227.08,-7.702,10945.48,-2225.28,-7.629,-1073.11,-3.679,35294.56,121.005,28805.86,98.759,37.526,161.369,336.805,4.081,0.871,29167.78,29167.78,86601.28,86601.28,69173.25,76209.31,125.195,29167.78,23297.92,2.765,17.911,21.813,313.803,316.66,2.299,2.987,1.0,29167.78,86601.28,14.991,4.389,4.705,2.44,2.729
UVK,Kosovo,Asia,2022,-0.967,-10.31,2.499,28.093,-0.069,-0.776,2.565,-0.066,-0.74,-0.034,-0.384,1.787,20.087,,,28.833,,1.762,12.575,,8.896,9.375,5320.7,5048.7,4253.18,13839.36,118.704,8.896,7.494,4.278,24.922,35.232,121.713,125.258,12.102,11.584,0.341,26.123,14826.02,0.015,2.243,5.725,16.059,18.909
UVK,Kosovo,Asia,2023,-0.802,-7.677,2.86,29.624,-0.079,-0.81,2.882,-0.023,-0.237,0.016,0.163,1.692,17.524,,,29.861,,1.763,10.875,,9.653,10.44,5922.41,5475.7,4392.89,14293.95,124.649,9.653,7.744,3.336,26.561,34.238,127.724,128.12,2.285,4.938,0.345,27.966,15864.08,0.015,1.711,6.317,-9.29,6.293
UVK,Kosovo,Asia,2024,-1.116,-9.989,3.054,29.549,-0.127,-1.222,3.189,-0.135,-1.304,-0.088,-0.854,1.905,18.43,,,30.853,,1.764,,,10.336,11.172,6333.92,5860.01,4557.54,14829.71,128.578,10.336,8.038,3.8,25.283,35.273,130.374,130.559,1.904,2.075,0.348,29.723,16851.9,0.015,7.945,10.12,3.703,8.347
UZB,Uzbekistan,Asia,2022,-2.847,-3.159,275738.75,27.696,,,312122.11,-36383.36,-3.655,-37126.8,-3.729,303935.03,30.529,,,31.351,,35.271,8.852,,995573.0,90.125,2555.19,28226149.87,21689734.94,9517.03,130.136,995573.0,765025.15,6.001,28.655,31.814,123.538,130.445,12.257,11.447,2768.48,359.61,10195.54,0.209,8.105,13.117,8.156,13.209
UZB,Uzbekistan,Asia,2023,-7.8,-7.678,312125.73,26.181,,,360034.85,-47909.12,-4.019,-44471.16,-3.73,387620.36,32.514,,,30.2,,36.025,6.808,,1192162.5,101.584,2819.82,33092735.86,22572057.36,9904.18,146.609,1192162.5,813156.11,6.291,26.733,34.411,135.831,141.86,8.751,9.951,3010.59,395.99,10992.11,0.215,31.966,27.02,27.774,25.599
UZB,Uzbekistan,Asia,2024,-7.081,-6.286,357798.17,25.171,,,408152.32,-50354.15,-3.542,-38243.54,-2.69,487921.94,34.325,,,28.713,,36.926,6.308,,1421494.94,112.653,3050.82,38496271.56,23257352.87,10204.87,165.523,1421494.94,858789.91,5.612,28.692,34.977,149.351,156.55,10.355,9.954,3319.67,428.204,11596.42,0.22,8.351,9.57,-0.473,3.178
VCT,St. Vincent and the Grenadines,Americas,2022,-0.187,-18.882,0.714,26.72,,,0.959,-0.245,-9.17,-0.19,-7.106,2.261,84.659,,,35.89,,0.111,,,2.671,0.989,8921.9,24089.13,21847.66,15494.9,110.26,2.671,2.422,3.111,17.309,36.19,118.85,121.6,6.667,5.66,1.451,1.84,16599.59,0.001,6.357,7.045,16.466,72.309
VCT,St. Vincent and the Grenadines,Americas,2023,-0.19,-17.507,0.77,26.326,,,1.112,-0.342,-11.684,-0.295,-10.083,2.548,87.138,,,38.01,,0.111,,,2.924,1.083,9757.97,26346.52,23089.69,16375.77,114.105,2.924,2.563,5.8,20.536,38.043,124.275,126.5,4.03,4.565,1.45,2.017,18174.58,0.001,24.955,25.846,15.523,25.796
VCT,St. Vincent and the Grenadines,Americas,2024,-0.222,-18.94,0.906,28.597,,,1.224,-0.318,-10.035,-0.225,-7.115,2.813,88.807,,,38.632,,0.111,,,3.167,1.173,10557.85,28506.21,24102.48,17094.07,118.271,3.167,2.678,4.5,18.899,37.839,128.974,130.282,2.99,3.781,1.467,2.158,19425.03,0.001,18.575,16.604,-8.671,5.252
VEN,Venezuela,Americas,2022,3.308,3.592,53.235,8.274,,,97.222,-43.987,-6.837,-37.645,-5.851,1033.71,160.666,,,15.111,,26.917,,,643.389,92.104,3421.75,23902.4,,6785.11,369490199228696.94,643.389,,8.0,,,41825067385.22,82948824336.7,233.986,186.542,3.288,195.658,7268.85,0.114,8.245,10.953,25.409,31.492
VEN,Venezuela,Americas,2023,3.067,3.091,314.569,10.824,,,437.177,-122.608,-4.219,-95.37,-3.281,4250.8,146.262,,,15.042,,26.54,,,2906.3,99.203,3737.81,109504.81,,7157.08,1604781258570390.0,2906.3,,4.005,,,182966931848.5,240535585125.49,189.981,337.458,13.786,210.817,7943.25,0.114,12.188,5.35,24.765,18.197
VEN,Venezuela,Americas,2024,4.344,4.085,,,,,,,,,,,,,,,,26.459,,,4971.88,106.327,4018.6,187910.24,,7395.4,2665061593490400.0,4971.88,,3.012,,,292033541604.55,384935032211.95,60.032,59.61,22.36,222.356,8403.84,0.114,8.448,8.053,11.016,11.646
VNM,Vietnam,Asia,2022,1.404,0.344,1815331.88,19.011,65171.94,,1750790.0,64541.88,0.676,160625.88,1.682,3316966.59,34.737,,,18.335,,99.462,2.32,,9548737.67,407.965,4101.73,96004167.14,55806575.92,12958.72,172.03,9548737.67,5550616.91,8.124,32.912,32.568,297.235,301.823,4.549,3.157,6915.43,1380.79,13882.6,0.802,1.016,2.504,4.377,6.508
VNM,Vietnam,Asia,2023,25.09,5.785,1743506.88,17.057,-241907.78,,1995298.0,-251791.12,-2.463,-162491.12,-1.59,3513311.42,34.371,,,19.52,,100.3,2.01,,10221814.69,433.702,4324.05,101912409.71,58132850.93,13498.9,175.309,10221814.69,5830724.95,5.046,37.747,31.962,306.904,312.632,3.581,3.253,6802.46,1502.66,14981.7,0.816,-6.908,-5.753,-5.868,-4.156
VNM,Vietnam,Asia,2024,14.031,2.995,1988489.48,17.624,-284451.41,,2279809.03,-291319.55,-2.582,-179974.6,-1.595,3815418.73,33.815,,,20.205,,100.77,2.063,,11283143.11,468.485,4649.05,111969267.73,61367926.53,14250.11,182.456,11283143.11,6184045.96,6.06,35.223,32.228,319.621,324.625,3.836,4.144,6914.56,1631.8,16193.27,0.839,8.068,8.562,4.904,5.383
VUT,Vanuatu,Oceania,2022,-0.128,-12.313,43.26,36.687,,,51.175,-7.915,-6.712,-6.882,-5.836,52.41,44.446,,,43.399,,0.323,,,117.917,1.039,3219.36,365365.32,208483.74,2628.34,175.249,117.917,67.286,1.915,,50.61,182.875,192.2,11.227,6.679,129.759,0.909,2815.72,0.001,,,,
VUT,Vanuatu,Oceania,2023,-0.024,-2.154,50.689,39.315,,,55.309,-4.62,-3.583,-3.357,-2.604,53.968,41.858,,,42.898,,0.334,,,128.931,1.123,3364.84,386249.77,206036.12,2597.48,187.467,128.931,68.775,2.214,,36.674,203.325,205.6,6.972,11.183,133.984,0.962,2882.8,0.001,,,,
VUT,Vanuatu,Oceania,2024,-0.086,-7.38,43.612,32.489,,,52.633,-9.02,-6.72,-7.698,-5.734,61.796,46.035,,,39.209,,0.345,,,134.236,1.169,3387.16,388812.09,200902.68,2532.76,193.533,134.236,69.361,0.852,,37.58,211.894,212.252,3.236,4.215,135.092,0.994,2878.13,0.001,,,,
WBG,West Bank and Gaza,Asia,2022,-2.037,-10.626,18.114,28.133,,,18.708,-0.594,-0.922,,,30.34,47.121,,,29.055,,5.355,24.42,,64.389,19.166,3579.22,12024.8,11349.12,5418.9,105.954,64.389,60.771,4.083,,26.523,105.9,106.94,4.088,3.74,2.071,31.085,5805.23,0.018,20.008,19.733,3.856,5.941
WBG,West Bank and Gaza,Asia,2023,-2.895,-16.62,19.065,29.842,,,19.689,-0.624,-0.977,,,31.748,49.693,,,30.818,,5.477,,,63.889,17.421,3180.67,11664.7,10495.06,5011.1,111.145,63.889,57.482,-5.411,,26.205,112.118,123.23,15.233,5.872,2.097,30.461,5561.55,0.017,2.874,2.967,6.58,5.707
WSM,Samoa,Oceania,2022,-0.094,-11.326,0.835,38.489,,,0.719,0.117,5.369,,,0.948,43.701,,,33.12,,0.205,,,2.17,0.833,4064.06,10588.56,9112.84,5363.46,116.194,2.17,1.868,-5.308,,,115.034,121.0,10.813,8.747,1.843,1.178,5745.85,0.001,,,,
WSM,Samoa,Oceania,2023,-0.031,-3.326,0.873,34.213,,,0.795,0.078,3.044,,,0.853,33.426,,,31.169,,0.209,,,2.551,0.934,4478.19,12227.7,9669.48,5691.08,126.457,2.551,2.017,7.99,,,128.817,133.9,10.661,11.981,1.936,1.317,6316.22,0.001,,,,
WSM,Samoa,Oceania,2024,-0.003,-0.295,0.992,33.865,,,0.953,0.039,1.345,,,0.82,27.988,,,32.52,,0.212,,,2.93,1.068,5048.03,13855.15,10463.56,6158.44,132.413,2.93,2.213,9.727,,,133.596,136.513,1.951,3.711,1.98,1.48,6998.21,0.001,,,,
YEM,Yemen,Asia,2022,-4.168,-17.712,2492.4,9.498,,,3194.0,-701.6,-2.674,-434.6,-1.656,17275.39,65.835,16759.36,63.869,12.172,,33.322,,,26240.36,23.534,706.25,787470.94,6411.42,1892.32,12282.32,26240.36,213.643,1.5,-12.294,5.418,2750.16,2872.82,-2.68,29.511,388.448,67.552,2027.23,0.039,-8.072,-8.466,-28.96,-25.8
YEM,Yemen,Asia,2023,-3.819,-20.309,1536.0,6.027,,,3093.0,-1557.0,-6.11,-1121.0,-4.399,20694.1,81.205,20178.28,79.181,12.137,,34.071,,,25483.67,18.806,551.953,747959.91,6145.14,1813.72,12171.57,25483.67,209.37,-2.0,-14.822,5.487,2773.76,2829.08,-1.523,0.858,371.573,68.583,2012.95,0.037,-0.543,-1.194,-64.604,-51.423
YEM,Yemen,Asia,2024,-4.053,-25.033,2176.51,7.393,,,3218.35,-1041.84,-3.539,-483.841,-1.643,25018.87,84.978,24503.05,83.226,10.931,,34.829,,,29441.63,16.192,464.893,845325.51,5951.31,1756.52,14204.02,29441.63,207.277,-1.0,-19.7,5.333,3225.15,3621.22,28.0,16.274,423.502,69.519,1996.04,0.036,2.599,1.936,0.486,-1.292
ZAF,South Africa,Africa,2022,-2.035,-0.5,1838.52,27.624,-266.458,-3.989,2121.77,-283.252,-4.256,16.825,0.253,4714.27,70.832,4402.84,66.153,31.88,,61.356,33.5,,6655.52,406.755,6629.42,108473.87,74977.18,14006.77,144.676,6655.52,4600.3,1.911,14.915,15.415,104.242,107.601,7.406,6.869,7.229,920.669,15005.37,0.534,12.647,14.985,3.43,6.818
ZAF,South Africa,Africa,2023,-6.074,-1.596,1880.88,26.778,-411.559,-5.863,2291.29,-410.411,-5.843,-64.224,-0.914,5153.0,73.363,4844.6,68.972,32.621,,62.272,33.1,,7023.99,380.592,6111.75,112794.82,74389.94,13897.06,151.626,7023.99,4632.43,0.698,13.942,15.538,110.392,113.544,5.523,5.9,7.313,960.463,15423.6,0.521,4.422,3.949,1.399,3.732
ZAF,South Africa,Africa,2024,-6.638,-1.647,2001.06,26.956,-459.965,-6.196,2463.44,-462.386,-6.229,-68.917,-0.928,5565.88,74.978,5363.03,72.245,33.185,,63.202,33.676,,7423.38,403.045,6377.07,117454.27,74065.72,13836.49,158.581,7423.38,4681.12,1.051,13.694,15.457,115.583,117.992,3.918,4.703,7.47,993.745,15723.25,0.511,3.696,3.696,3.499,3.498
ZMB,Zambia,Africa,2022,1.093,3.752,100.684,20.383,,,139.315,-38.632,-7.821,-7.835,-1.586,491.378,99.476,484.336,98.051,28.203,,20.018,,,493.964,29.122,1454.83,24676.41,7694.52,3610.67,320.701,493.964,154.026,5.25,30.733,26.981,359.983,369.6,9.899,10.993,6.379,77.43,3868.09,0.045,23.16,23.16,5.667,5.667
ZMB,Zambia,Africa,2023,-0.546,-1.938,122.104,21.451,,,159.004,-36.9,-6.483,3.405,0.598,724.7,127.314,717.659,126.077,27.933,,20.57,,,569.223,28.163,1369.13,27672.86,7892.11,3703.39,350.64,569.223,162.339,5.397,29.14,31.078,399.166,418.03,13.103,10.885,6.733,84.545,4110.19,0.046,-1.768,-1.768,-7.088,-7.088
