ISO,Country,continent,year,BCA,BCA_NGDPD,GGR,GGR_NGDP,GGSB,GGSB_NPGDP,GGX,GGXCNL,GGXCNL_NGDP,GGXONLB,GGXONLB_NGDP,GGXWDG,GGXWDG_NGDP,GGXWDN,GGXWDN_NGDP,GGX_NGDP,LE,LP,LUR,NGAP_NPGDP,NGDP,NGDPD,NGDPDPC,NGDPPC,NGDPRPC,NGDPRPPPPC,NGDP_D,NGDP_FY,NGDP_R,NGDP_RPCH,NGSD_NGDP,NID_NGDP,PCPI,PCPIE,PCPIEPCH,PCPIPCH,PPPEX,PPPGDP,PPPPC,PPPSH,TMG_RPCH,TM_RPCH,TXG_RPCH,TX_RPCH
ROU,Romania,Europe,2024,-28.525,-7.496,549.09,31.463,-130.159,-7.403,684.969,-135.879,-7.786,-96.534,-5.531,972.532,55.726,776.131,44.473,39.249,,18.944,5.6,,1745.19,380.561,20088.86,92124.16,50864.93,41539.38,181.115,1745.19,963.579,1.913,16.094,23.59,176.65,179.004,4.229,5.321,1.952,894.222,47203.73,0.46,5.127,2.512,0.972,-2.715
RUS,Russia,Europe,2022,237.735,10.473,53073.83,34.2,-1944.26,-1.247,55182.27,-2108.44,-1.359,-1725.93,-1.112,28724.7,18.51,,,35.558,,146.714,3.95,,155188.88,2269.9,15471.59,1057764.64,913891.2,38584.99,115.743,155188.88,134080.63,-1.247,33.266,22.793,149.664,147.739,11.923,13.75,25.59,6064.55,41335.87,3.52,-14.752,-13.899,-7.754,-8.355
RUS,Russia,Europe,2023,50.133,2.494,58973.51,34.257,-4211.38,-2.463,62883.59,-3910.07,-2.271,-3476.74,-2.02,33647.94,19.546,,,36.529,,146.299,3.167,,172148.31,2009.96,13738.7,1176688.23,949928.82,40106.52,123.871,172148.31,138973.64,3.649,28.192,25.698,158.434,158.696,7.417,5.859,26.435,6512.07,44512.05,3.534,15.866,15.825,-12.95,-13.788
RUS,Russia,Europe,2024,58.015,2.656,69499.67,35.446,-4604.25,-2.39,73167.58,-3667.92,-1.871,-3277.39,-1.672,38959.67,19.87,,,37.317,,146.08,2.6,,196069.71,2184.32,14952.9,1342210.53,985845.89,41622.96,136.148,196069.71,144012.07,3.625,27.665,25.009,170.888,170.481,7.426,7.861,28.377,6909.38,47298.71,3.551,2.572,1.398,4.254,4.812
RWA,Rwanda,Africa,2022,-1.246,-9.362,3281.69,23.919,,,4068.56,-786.869,-5.735,-531.393,-3.873,8311.51,60.58,,,29.654,,13.246,,,13720.0,13.313,1005.01,1035753.58,799236.38,2977.91,129.593,13720.0,10587.0,8.152,16.382,25.736,146.775,157.8,21.665,13.882,324.666,42.259,3190.21,0.025,14.109,14.109,16.342,16.342
RWA,Rwanda,Africa,2023,-1.654,-11.73,3654.81,22.347,,,4492.72,-837.916,-5.123,-479.677,-2.933,10544.51,64.473,,,27.47,,13.499,,,16355.0,14.097,1044.35,1211589.18,848964.35,3163.19,142.714,16355.0,11460.0,8.246,11.554,23.29,167.366,167.936,6.423,14.029,345.118,47.39,3510.65,0.026,16.412,16.412,14.227,14.227
RWA,Rwanda,Africa,2024,-1.642,-12.02,4140.54,22.642,,,5471.37,-1330.83,-7.277,-865.723,-4.734,13049.17,71.356,,,29.919,,13.857,,,18287.34,13.663,985.99,1319750.6,884931.48,3297.2,149.136,18287.34,12262.2,7.0,14.549,26.569,175.567,176.332,5.0,4.9,352.233,51.918,3746.81,0.027,3.065,3.065,12.802,12.802
SAU,Saudi Arabia,Asia,2022,151.519,13.668,1279.27,30.773,,,1174.31,104.963,2.525,99.278,2.388,994.938,23.933,531.863,12.794,28.248,,32.175,4.875,,4157.14,1108.57,34454.2,129203.23,108625.79,57351.9,118.943,4157.14,3495.06,7.486,40.095,26.427,106.965,107.2,2.037,2.474,2.103,1976.87,61440.75,1.148,14.145,10.371,9.226,24.112
SAU,Saudi Arabia,Asia,2023,34.07,3.191,1212.33,30.282,,,1293.24,-80.909,-2.021,-81.557,-2.037,1050.0,26.227,613.69,15.329,32.303,,32.819,3.775,,4003.44,1067.58,32529.68,121986.29,105691.94,55802.9,115.417,4003.44,3468.68,-0.755,32.533,29.342,109.454,107.61,0.382,2.327,1.97,2032.55,61932.61,1.103,14.014,15.815,-7.736,-0.11
SAU,Saudi Arabia,Asia,2024,4.251,0.386,1225.3,29.685,,,1350.54,-125.24,-3.034,-120.171,-2.911,1168.32,28.305,732.012,17.734,32.719,,33.475,,,4127.65,1100.71,32881.34,123305.02,105201.45,55543.93,117.208,4127.65,3521.63,1.527,30.729,30.342,111.363,109.487,1.744,1.744,1.954,2112.88,63117.95,1.086,7.007,6.489,-1.057,0.824
SDN,Sudan,Africa,2022,-3.794,-11.319,2960.93,15.718,,,3365.05,-404.124,-2.145,-369.368,-1.961,35181.49,186.765,,,17.864,,46.681,32.137,,18837.35,33.52,718.049,403530.12,439.37,3574.28,91842.89,18837.35,20.51,-2.5,-2.319,,55732.39,67680.35,87.319,138.808,105.385,178.748,3829.11,0.104,12.24,12.24,-3.723,-3.723
SDN,Sudan,Africa,2023,-1.389,-3.644,1232.52,4.591,,,2198.75,-966.228,-3.599,-958.772,-3.571,67712.69,252.225,,,8.19,,47.895,45.974,,26846.18,38.109,795.679,560520.24,349.785,2845.51,160246.94,26846.18,16.753,-18.319,-0.144,,98784.87,144361.23,113.299,77.249,177.488,151.256,3158.08,0.082,-65.702,-65.702,-71.251,-71.251
SDN,Sudan,Africa,2024,-1.163,-3.904,2364.98,3.652,,,4150.47,-1785.49,-2.757,-1697.37,-2.621,223017.5,344.423,,,6.41,,49.14,58.016,,64751.11,29.793,606.289,1317675.84,271.823,2211.28,484755.83,64751.11,13.357,-20.268,-0.604,,296452.91,494004.05,242.2,200.099,524.383,123.481,2512.81,0.063,-2.199,-2.199,-12.656,-12.656
SEN,Senegal,Africa,2022,-5.554,-20.019,3443.77,19.943,-1144.88,,4588.65,-1144.88,-6.63,-760.74,-4.405,13115.97,75.954,,,26.573,,17.676,,,17268.33,27.744,1569.55,976920.98,838331.79,4236.22,116.532,17268.33,14818.59,4.0,27.104,47.123,120.375,126.9,12.8,9.689,215.265,80.219,4538.23,0.047,1.69,-0.462,-6.062,-4.297
SEN,Senegal,Africa,2023,-5.818,-18.805,3913.94,20.861,-911.731,,4825.67,-911.731,-4.859,-342.728,-1.827,15234.95,81.199,,,25.72,,18.162,,,18762.41,30.937,1703.39,1033073.01,853479.04,4312.76,121.043,18762.41,15500.67,4.603,28.151,46.956,127.533,127.9,0.788,5.947,215.831,86.931,4786.5,0.047,1.818,2.439,-10.426,-7.657
SEN,Senegal,Africa,2024,-4.271,-12.679,4232.43,20.872,-1522.38,,5754.81,-1522.38,-7.508,-770.31,-3.799,17101.19,84.336,,,28.38,,18.661,,,20277.57,33.685,1805.14,1086654.68,880524.68,4449.42,123.41,20277.57,16431.07,6.002,26.911,39.591,129.446,138.069,7.951,1.5,214.917,94.351,5056.15,0.048,2.878,-1.22,14.955,14.34
SGP,Singapore,Asia,2022,89.701,17.995,113.395,16.592,-4.358,-0.642,104.926,8.469,1.239,,,1081.5,158.247,,,15.353,3.798,5.637,2.1,,687.23,498.475,88428.72,121913.73,93417.84,132468.93,130.504,683.424,526.598,3.838,40.314,22.319,108.37,111.186,6.46,6.121,0.859,799.968,141913.16,0.464,3.279,3.3,5.053,3.003
SGP,Singapore,Asia,2023,99.128,19.769,127.226,18.648,5.632,0.834,103.472,23.754,3.482,,,1192.8,174.835,,,15.166,3.97,5.918,1.925,,673.3,501.428,84734.28,113778.36,89944.43,127543.56,126.499,682.244,532.26,1.075,40.788,21.019,113.595,115.343,3.739,4.821,0.804,837.665,141553.68,0.455,-6.695,1.017,-3.951,2.384
SGP,Singapore,Asia,2024,94.232,17.756,132.141,18.45,1.577,0.223,99.98,32.161,4.49,,,1254.74,175.188,,,13.959,3.987,5.938,1.9,,708.234,530.708,89369.72,119264.65,91961.49,130403.79,129.69,716.226,546.099,2.6,39.777,22.021,116.527,117.881,2.2,2.581,0.805,879.978,148185.78,0.452,11.772,7.628,1.289,7.576
SLB,Solomon Islands,Oceania,2022,-0.215,-13.695,3.656,28.618,,,3.933,-0.277,-2.171,-0.234,-1.828,2.049,16.037,,,30.789,,0.754,,,12.775,1.566,2077.12,16939.97,14447.08,2276.01,117.255,12.775,10.895,2.403,9.668,23.363,115.1,118.4,8.724,5.403,6.948,1.839,2438.28,0.001,1.729,6.673,-9.458,-1.872
SLB,Solomon Islands,Oceania,2023,-0.176,-10.761,4.135,30.226,,,4.408,-0.273,-1.995,-0.232,-1.693,2.859,20.898,,,32.22,,0.769,,,13.68,1.633,2124.81,17796.54,14609.44,2301.59,121.815,13.68,11.23,3.08,12.602,23.363,120.957,123.486,4.295,5.089,6.967,1.964,2554.41,0.001,24.982,23.277,40.785,40.982
SLB,Solomon Islands,Oceania,2024,-0.069,-4.002,4.256,29.368,,,4.577,-0.321,-2.213,-0.248,-1.712,3.171,21.877,,,31.581,,0.783,,,14.492,1.73,2208.93,18501.06,14672.08,2311.46,126.097,14.492,11.493,2.339,19.361,23.363,124.5,126.9,2.765,2.929,7.044,2.057,2626.66,0.001,-6.767,-6.767,-5.398,-5.398
SLE,Sierra Leone,Africa,2022,-0.157,-2.201,13541.38,13.54,,,19471.06,-5929.68,-5.929,-4099.27,-4.099,53977.46,53.974,,,19.47,,8.309,,,100007.15,7.119,856.815,12035876.4,7087586.58,2922.63,169.816,100007.15,58891.38,5.314,12.68,14.881,118.895,137.09,37.09,27.209,3844.1,26.016,3131.0,0.015,-6.555,-6.438,9.143,4.593
SLE,Sierra Leone,Africa,2023,-0.381,-5.958,17303.26,12.667,,,24118.05,-6814.79,-4.989,-3617.84,-2.648,67234.62,49.219,,,17.655,,8.48,,,136604.08,6.397,754.283,16108424.36,7341034.47,3027.14,219.43,136604.08,62254.09,5.71,13.759,19.717,175.626,208.59,52.156,47.716,4794.66,28.491,3359.66,0.015,2.223,4.355,4.52,5.754
SLE,Sierra Leone,Africa,2024,-0.409,-5.516,22194.97,12.552,,,27313.68,-5118.71,-2.895,-537.369,-0.304,75735.46,42.831,,,15.447,,8.655,,,176825.93,7.411,856.315,20430456.19,7480183.65,3084.52,273.128,176825.93,64741.11,3.995,12.799,18.315,239.866,252.394,21.0,36.578,5828.73,30.337,3505.13,0.016,6.776,7.07,14.973,15.058
SLV,El Salvador,Americas,2022,-2.182,-6.822,8.366,26.153,-0.903,-2.839,9.226,-0.86,-2.688,0.632,1.975,26.661,83.346,,,28.841,,6.336,5.05,,31.989,31.989,5048.44,5048.44,4255.35,10970.72,118.637,31.989,26.964,2.797,16.387,23.209,124.253,127.77,7.316,7.196,0.43,74.471,11752.87,0.043,-0.434,0.227,-2.35,10.694
SLV,El Salvador,Americas,2023,-0.466,-1.369,8.899,26.162,-1.649,-4.88,10.489,-1.59,-4.674,-0.045,-0.132,28.805,84.681,,,30.836,,6.365,5.216,,34.016,34.016,5344.25,5344.25,4385.03,11305.04,121.875,34.016,27.91,3.511,17.91,19.279,129.281,129.34,1.229,4.047,0.426,79.859,12546.85,0.043,-0.66,-2.501,-4.863,4.867
SLV,El Salvador,Americas,2024,-0.805,-2.245,9.503,26.509,-1.645,-4.606,11.11,-1.607,-4.483,0.008,0.023,30.412,84.835,,,30.992,,6.394,5.216,,35.848,35.848,5606.97,5606.97,4496.36,11592.05,124.7,35.848,28.748,3.0,18.37,20.615,130.633,131.927,2.0,1.046,0.426,84.22,13172.75,0.043,0.445,0.81,-5.28,-0.645
SMR,San Marino,Europe,2022,0.284,15.519,0.384,22.087,,,0.377,0.007,0.424,0.03,1.715,1.296,74.51,,,21.663,,0.034,4.604,,1.739,1.833,53875.75,51121.48,41462.73,70324.3,123.295,1.739,1.411,7.898,,23.026,110.702,113.86,7.304,5.325,0.679,2.563,75338.0,0.001,,,,
SMR,San Marino,Europe,2023,0.277,13.911,0.381,20.718,,,0.411,-0.03,-1.632,0.011,0.598,1.328,72.25,,,22.35,,0.034,3.854,,1.838,1.988,58249.29,53855.72,41501.41,70389.91,129.768,1.838,1.416,0.4,,23.383,117.253,120.597,5.917,5.917,0.689,2.666,78121.94,0.001,,,,
SMR,San Marino,Europe,2024,0.127,6.183,0.379,20.017,,,0.414,-0.034,-1.808,0.008,0.424,1.295,68.33,,,21.824,,0.034,3.884,,1.895,2.049,59840.63,55363.31,41665.5,70668.22,132.876,1.895,1.426,0.703,,23.302,118.752,122.139,1.279,1.279,0.689,2.749,80304.61,0.001,,,,
SOM,Somalia,Africa,2022,-0.837,-8.205,0.722,7.076,,,0.72,0.002,0.024,0.003,0.031,,,,,7.052,,15.614,,,10.203,10.203,653.449,653.449,653.435,1582.27,100.002,10.203,10.203,2.727,,,133.246,134.679,6.055,6.779,0.385,26.467,1695.08,0.015,,,,
SOM,Somalia,Africa,2023,-1.21,-11.034,0.741,6.759,,,0.736,0.006,0.053,0.011,0.099,,,,,6.706,,16.051,,,10.969,10.969,683.343,683.343,662.438,1604.08,103.156,10.969,10.633,4.216,,,141.471,143.573,6.603,6.173,0.384,28.576,1780.28,0.016,,,,
SOM,Somalia,Africa,2024,-1.104,-8.674,0.916,7.198,,,0.936,-0.02,-0.154,-0.007,-0.054,,,,,7.352,,16.501,,,12.729,12.729,771.447,771.447,670.17,1622.8,115.112,12.729,11.058,4.0,,,148.545,150.033,4.5,5.0,0.418,30.429,1844.09,0.016,,,,
SRB,Serbia,Europe,2022,-4.354,-6.85,3075.78,43.335,-79.732,-1.124,3086.31,-10.529,-0.148,96.518,1.36,3797.01,53.497,3374.96,47.551,43.484,,6.664,9.513,,7097.63,63.563,9537.68,1064998.65,815341.63,23741.11,130.62,7097.63,5433.8,2.55,19.662,26.513,233.124,245.335,15.122,11.982,41.874,169.502,25433.7,0.098,10.4,10.592,9.462,12.379
SRB,Serbia,Europe,2023,-1.957,-2.603,3473.33,42.615,-112.339,-1.367,3580.08,-106.758,-1.31,42.521,0.522,3986.58,48.912,3384.77,41.528,43.925,,6.623,9.428,,8150.49,75.187,11352.11,1230599.61,841160.19,24492.89,146.298,8150.49,5571.16,2.528,18.77,21.374,261.966,264.102,7.649,12.372,45.27,180.04,27183.33,0.098,-2.235,1.663,5.145,9.34
SRB,Serbia,Europe,2024,-3.483,-4.219,3922.24,43.799,-203.405,-2.259,4154.09,-231.85,-2.589,-55.937,-0.625,4353.05,48.609,3758.39,41.969,46.388,,6.597,9.075,,8955.16,82.55,12513.83,1357523.83,877612.03,25554.29,154.684,8955.16,5789.34,3.916,18.339,22.557,273.842,274.402,3.9,4.533,46.748,191.561,29038.9,0.098,9.025,8.855,6.142,6.127
SSD,South Sudan,Africa,2022,0.743,9.246,1366.92,31.75,,,1186.28,180.633,4.196,193.731,4.5,1718.75,39.922,1717.72,39.898,27.555,,14.59,,,4305.23,8.037,550.861,295082.05,1041.05,942.305,28344.56,4305.23,15.189,-5.186,52.797,43.551,13971.2,12961.14,-13.03,-3.21,292.309,14.728,1009.49,0.009,,,,
SSD,South Sudan,Africa,2023,0.206,2.876,2059.31,30.793,,,1590.18,469.135,7.015,502.789,7.518,3665.76,54.814,3664.73,54.799,23.778,,15.013,,,6687.62,7.178,478.118,445454.09,1037.35,938.956,42941.37,6687.62,15.574,2.534,30.278,27.401,19586.99,22067.48,70.259,40.195,427.46,15.645,1042.1,0.008,,,,
SSD,South Sudan,Africa,2024,0.176,3.343,3995.35,29.671,,,3210.72,784.635,5.827,965.613,7.171,7660.68,56.891,7659.65,56.884,23.844,,15.448,,,13465.47,5.268,340.986,871640.88,741.732,671.375,117514.25,13465.47,11.459,-26.424,18.272,14.929,43218.44,69816.31,216.376,120.649,1142.5,11.786,762.925,0.006,,,,
STP,S?o Tom? and Pr?ncipe,Africa,2022,-0.078,-14.367,3.232,25.465,-0.284,-2.241,3.516,-0.284,-2.241,-0.215,-1.692,7.089,55.861,,,27.705,,0.227,,,12.69,0.546,2404.72,55903.68,18316.89,5616.65,305.203,12.69,4.158,0.2,23.473,37.841,179.291,200.717,25.181,18.006,9.291,1.366,6017.08,0.001,4.439,5.606,-19.297,-4.383
STP,S?o Tom? and Pr?ncipe,Africa,2023,-0.084,-12.34,3.434,22.157,0.17,1.096,3.264,0.17,1.096,0.283,1.824,7.852,50.658,,,21.06,,0.232,,,15.5,0.684,2949.4,66809.99,17993.81,5517.58,371.294,15.5,4.175,0.4,9.85,22.189,217.272,235.123,17.142,21.184,10.91,1.421,6123.67,0.001,-1.458,-0.426,7.143,-2.021
STP,S?o Tom? and Pr?ncipe,Africa,2024,-0.058,-7.172,4.752,25.829,0.732,3.978,4.02,0.732,3.978,0.926,5.032,7.47,40.602,,,21.851,,0.237,,,18.398,0.812,3424.84,77630.39,17807.95,5460.59,435.931,18.398,4.22,1.1,16.1,23.272,254.425,271.92,15.65,17.1,12.511,1.471,6205.2,0.001,2.045,2.101,27.171,10.53
SUR,Suriname,Americas,2022,0.076,2.102,24.021,26.848,-2.884,-2.98,26.427,-2.406,-2.689,0.923,1.031,104.627,116.939,,,29.537,,0.628,10.9,,89.472,3.631,5784.33,142536.53,24025.78,18462.14,593.265,89.472,15.081,2.434,47.876,45.774,460.164,572.563,54.58,52.448,7.207,12.415,19778.38,0.007,9.972,7.955,6.266,7.756
SUR,Suriname,Americas,2023,0.147,3.916,34.758,25.146,0.455,0.309,36.943,-2.185,-1.581,1.742,1.261,124.823,90.305,,,26.727,,0.637,10.6,,138.223,3.747,5879.6,216878.09,24171.37,18574.01,897.252,138.223,15.405,2.148,50.32,46.404,697.529,759.317,32.617,51.583,10.521,13.138,20614.28,0.007,-1.372,0.286,0.579,2.032
SUR,Suriname,Americas,2024,0.087,1.766,42.617,26.073,1.762,1.027,43.556,-0.939,-0.575,4.613,2.822,140.046,85.681,,,26.648,,0.647,10.3,,163.45,4.918,7599.51,252588.31,24511.55,18835.41,1030.49,163.45,15.861,2.962,50.606,48.84,831.026,855.776,12.703,19.139,11.801,13.85,21403.83,0.007,10.224,10.226,7.241,10.639
SVK,Slovak Republic,Europe,2022,-9.419,-8.143,44.694,40.719,-0.762,-0.693,46.491,-1.797,-1.637,-0.943,-0.859,63.379,57.742,52.778,48.084,42.356,2.427,5.435,6.167,-0.18,109.762,115.676,21284.58,20196.45,17023.44,38586.22,118.639,109.762,92.518,1.87,14.944,23.087,125.088,132.73,15.107,12.135,0.489,224.656,41337.18,0.13,2.611,4.505,1.518,3.181
SVK,Slovak Republic,Europe,2023,-2.101,-1.582,52.995,43.151,-3.97,-3.23,58.853,-5.858,-4.77,-5.105,-4.157,68.83,56.045,60.105,48.94,47.921,2.434,5.429,5.817,-0.085,122.813,132.832,24468.03,22622.47,17314.09,39245.02,130.659,122.813,93.995,1.597,18.233,19.814,138.801,141.51,6.615,10.962,0.519,236.456,43555.92,0.128,-6.213,-6.893,0.296,-0.958
SVK,Slovak Republic,Europe,2024,-2.407,-1.688,53.577,40.936,-7.026,-5.366,61.28,-7.703,-5.885,-6.407,-4.895,77.34,59.092,68.774,52.547,46.821,2.434,5.425,5.575,-0.041,130.881,142.617,26290.36,24126.94,17716.19,40156.44,136.186,130.881,96.105,2.245,18.521,20.209,142.662,144.889,2.388,2.782,0.529,247.54,45632.21,0.127,5.592,5.592,3.169,3.169
SVN,Slovenia,Europe,2022,-0.671,-1.119,25.405,44.641,-2.325,-4.186,27.12,-1.715,-3.014,-1.193,-2.097,41.395,72.739,31.63,55.58,47.655,1.082,2.107,4.0,2.459,56.909,59.975,28462.15,27007.09,21808.48,47543.61,123.838,56.909,45.954,2.699,23.3,24.419,116.201,120.51,10.256,8.834,0.53,107.325,50933.18,0.062,7.705,9.186,2.187,6.766
SVN,Slovenia,Europe,2023,3.092,4.47,28.084,43.915,-1.743,-2.766,29.723,-1.64,-2.564,-1.229,-1.922,43.739,68.394,33.415,52.251,46.478,1.095,2.117,3.675,1.453,63.951,69.168,32673.26,30208.81,22166.19,48323.42,136.283,63.951,46.925,2.113,26.663,22.226,124.854,125.53,4.166,7.447,0.563,113.536,53631.55,0.062,-5.307,-4.472,-1.387,-1.174
SVN,Slovenia,Europe,2024,2.504,3.421,30.341,45.168,-1.54,-2.295,32.078,-1.737,-2.585,-1.245,-1.854,45.242,67.351,34.564,51.453,47.753,1.098,2.119,3.49,0.132,67.175,73.198,34544.17,31701.54,22477.46,49002.01,141.037,67.175,47.629,1.5,26.189,22.794,127.375,127.694,1.724,2.019,0.569,117.993,55683.97,0.061,4.88,4.282,2.284,1.656
SWE,Sweden,Europe,2022,28.712,4.951,2853.47,48.651,35.005,0.605,2787.3,66.171,1.128,73.099,1.246,1979.68,33.753,531.147,9.056,47.523,5.199,10.522,7.483,1.346,5865.21,579.896,55115.02,557447.11,590837.9,63402.08,94.349,5865.21,6216.53,1.459,31.877,26.926,119.391,123.397,10.231,8.055,8.207,714.648,67922.27,0.415,2.39,9.925,2.869,6.822
SWE,Sweden,Europe,2023,37.756,6.455,2907.22,46.845,-33.129,-0.532,2947.01,-39.793,-0.641,-17.994,-0.29,2257.21,36.371,808.675,13.03,47.486,5.27,10.552,7.667,-0.268,6206.03,584.914,55433.14,588154.5,588154.5,63114.13,100.0,6206.03,6206.03,-0.169,31.504,25.049,126.447,127.129,3.024,5.91,8.397,739.115,70046.95,0.401,-3.444,-0.951,1.024,3.054
SWE,Sweden,Europe,2024,40.39,6.632,3018.4,47.035,-32.284,-0.495,3093.59,-75.188,-1.172,-53.323,-0.831,2336.45,36.408,887.917,13.836,48.207,5.188,10.645,8.508,-1.644,6417.34,609.039,57212.54,602838.46,588239.42,63123.24,102.482,6417.34,6261.93,0.901,31.965,25.333,129.04,129.163,1.6,2.05,8.404,763.589,71730.79,0.392,1.5,0.709,2.8,2.287
SWZ,Eswatini,Africa,2022,-0.129,-2.701,18.849,23.214,,,23.909,-5.06,-6.232,-3.312,-4.079,33.049,40.703,27.656,34.061,29.446,,1.151,,,78.39,4.791,4161.74,68096.49,40754.12,10617.15,167.091,81.197,46.915,0.476,9.087,11.788,379.281,385.617,5.59,4.802,5.987,13.093,11374.09,0.008,3.448,3.448,-0.427,-0.427
SWZ,Eswatini,Africa,2023,0.109,2.246,26.145,28.637,,,27.488,-1.344,-1.472,1.384,1.516,35.154,38.506,30.511,33.42,30.109,,1.163,,,89.617,4.856,4173.58,77025.1,42306.53,11021.58,182.064,91.295,49.223,4.92,17.22,14.974,398.051,402.242,4.311,4.949,6.297,14.232,12232.26,0.008,-8.002,-8.002,13.344,13.344
SWZ,Eswatini,Africa,2024,0.197,3.833,28.594,29.106,,,30.268,-1.674,-1.704,1.18,1.201,39.415,40.12,37.022,37.684,30.809,,1.176,,,96.328,5.145,4375.29,81916.51,43788.53,11407.67,187.073,98.244,51.492,4.61,19.033,15.2,417.01,421.708,4.839,4.763,6.319,15.244,12963.23,0.008,9.657,9.657,8.912,8.912
SYC,Seychelles,Africa,2022,-0.152,-7.38,8.798,29.953,,,9.016,-0.218,-0.743,0.365,1.243,17.287,58.852,15.308,52.116,30.696,,0.099,3.0,,29.373,2.058,20804.53,296938.82,263851.26,34588.53,112.54,29.373,26.1,14.978,15.641,23.021,127.5,128.724,2.525,2.625,8.014,3.665,37054.49,0.002,9.473,9.191,-13.612,1.557
SYC,Seychelles,Africa,2023,-0.155,-7.234,9.726,32.403,,,10.077,-0.351,-1.169,0.502,1.673,16.955,56.485,15.235,50.757,33.573,,0.1,3.0,,30.016,2.141,21455.11,300760.1,269768.86,35364.28,111.488,30.016,26.923,3.153,17.546,24.779,126.18,125.24,-2.707,-1.035,7.663,3.917,39248.89,0.002,15.091,10.641,-2.874,6.625
SYC,Seychelles,Africa,2024,-0.217,-10.128,10.554,33.853,,,10.982,-0.428,-1.374,0.315,1.009,18.195,58.362,16.476,52.847,35.227,,0.101,3.0,,31.177,2.144,21289.8,309632.54,275750.79,36148.45,112.287,31.177,27.765,3.128,15.003,25.131,127.219,127.005,1.409,0.824,7.538,4.136,41077.69,0.002,0.917,-0.188,16.623,-4.712
TCD,Chad,Africa,2022,0.89,5.471,1843.0,18.209,,,1417.53,425.471,4.204,542.221,5.357,3495.79,34.54,,,14.006,,17.414,,,10121.1,16.261,933.778,581204.61,505071.9,2437.93,115.074,10121.1,8795.32,3.609,17.623,12.152,107.33,110.394,8.326,5.832,222.536,45.481,2611.74,0.026,-13.838,-12.764,7.845,4.996
TCD,Chad,Africa,2023,-0.164,-0.93,1790.2,16.767,,,1932.33,-142.123,-1.331,-16.889,-0.158,3495.83,32.741,,,18.098,,17.921,,,10677.23,17.605,982.381,595794.46,514786.24,2484.82,115.736,10677.23,9225.48,4.891,15.841,16.771,111.731,115.034,4.203,4.101,216.043,49.422,2757.76,0.027,17.182,13.391,6.761,9.672
TCD,Chad,Africa,2024,-0.325,-1.743,1879.92,16.592,,,1964.56,-84.639,-0.747,37.353,0.33,3572.41,31.529,,,17.339,,18.437,,,11330.55,18.67,1012.65,614555.15,516371.94,2492.47,119.014,11330.55,9520.35,3.196,14.413,16.155,117.255,119.998,4.316,4.944,216.977,52.22,2832.35,0.027,8.538,6.156,-0.237,-0.769
TGO,Togo,Africa,2022,-0.284,-3.486,894.497,17.647,,,1316.98,-422.481,-8.335,-297.671,-5.872,3416.85,67.408,,,25.981,,8.856,,,5068.94,8.144,919.575,572364.13,531334.39,2731.11,107.722,5068.94,4705.58,5.811,20.061,23.547,119.27,122.581,7.716,7.616,195.625,25.912,2925.82,0.015,7.498,6.286,7.671,5.158
TGO,Togo,Africa,2023,-0.262,-2.885,1093.02,19.847,,,1463.56,-370.538,-6.728,-217.516,-3.95,3742.68,67.96,,,26.575,,9.07,,,5507.18,9.081,1001.11,607154.34,547831.39,2815.9,110.829,5507.18,4969.09,5.6,27.829,30.714,125.592,125.784,2.613,5.3,194.276,28.347,3125.22,0.015,8.296,7.239,2.145,2.758
TGO,Togo,Africa,2024,-0.292,-2.993,1125.27,18.987,,,1414.23,-288.96,-4.876,-148.166,-2.5,4133.3,69.741,,,23.862,,9.29,,,5926.64,9.766,1051.22,637959.98,563235.93,2895.09,113.267,5926.64,5232.45,5.3,25.232,28.225,129.036,128.5,2.159,2.742,193.917,30.563,3289.86,0.016,4.602,4.445,5.071,6.005
THA,Thailand,Asia,2022,-17.162,-3.463,3437.85,20.056,-552.645,-3.153,4202.39,-764.547,-4.46,-538.462,-3.141,10373.94,60.522,,,24.517,,70.078,1.3,,17378.02,495.622,7072.42,247980.34,152395.01,21242.13,162.722,17140.91,10679.57,2.512,24.366,27.829,106.472,107.86,5.89,6.077,10.897,1594.74,22756.56,0.926,1.209,3.61,1.201,6.142
THA,Thailand,Asia,2023,7.412,1.44,3723.68,20.887,-181.529,-1.004,4075.69,-352.012,-1.975,-144.185,-0.809,11131.63,62.44,,,22.861,,70.183,1.0,,17922.04,514.836,7335.64,255362.15,155017.65,21607.69,164.731,17827.84,10879.58,1.873,23.976,22.536,107.779,106.96,-0.834,1.228,10.648,1683.07,23981.21,0.913,-4.086,-2.269,-2.701,2.149
THA,Thailand,Asia,2024,9.399,1.777,3844.64,20.891,-168.823,-0.918,4291.77,-447.132,-2.43,-214.637,-1.166,11964.26,65.011,,,23.321,,70.266,1.1,,18312.91,528.919,7527.38,260622.45,159169.46,22186.41,163.739,18403.36,11184.21,2.8,23.757,21.98,108.355,108.114,1.079,0.535,10.337,1771.53,25211.77,0.91,3.8,4.165,1.603,4.465
TJK,Tajikistan,Asia,2022,1.635,15.579,32.084,27.721,,,32.354,-0.27,-0.233,0.555,0.48,37.617,32.501,,,27.954,,9.836,,,115.739,10.493,1066.75,11766.93,37.36,4362.08,31496.23,115.739,0.367,8.0,33.096,17.518,1927.95,1337.71,4.234,6.641,2.518,45.964,4673.07,0.027,12.348,13.05,-3.094,-1.997
